profile_season,baseline_type,baseline_start_season,baseline_end_season,team,situation_order,situation_name,field_zone_order,field_zone,situation_field_zone_context,team_play_count,baseline_play_count,season_count,team_count,team_season_count,team_sample_quality,baseline_quality,sample_vs_baseline_context,meets_min_sample_50,meets_min_sample_20,dropback_rate_team,dropback_rate_baseline,dropback_rate_delta,rush_rate_team,rush_rate_baseline,rush_rate_delta,pass_attempt_rate_team,pass_attempt_rate_baseline,pass_attempt_rate_delta,shotgun_rate_team,shotgun_rate_baseline,shotgun_rate_delta,no_huddle_rate_team,no_huddle_rate_baseline,no_huddle_rate_delta,avg_yards_gained_team,avg_yards_gained_baseline,avg_yards_gained_delta,avg_epa_team,avg_epa_baseline,avg_epa_delta,success_rate_team,success_rate_baseline,success_rate_delta,first_down_rate_team,first_down_rate_baseline,first_down_rate_delta,touchdown_rate_team,touchdown_rate_baseline,touchdown_rate_delta,turnover_rate_team,turnover_rate_baseline,turnover_rate_delta,sack_rate_team,sack_rate_baseline,sack_rate_delta,explosive_play_rate_team,explosive_play_rate_baseline,explosive_play_rate_delta,explosive_dropback_rate_team,explosive_dropback_rate_baseline,explosive_dropback_rate_delta,explosive_run_rate_team,explosive_run_rate_baseline,explosive_run_rate_delta
2025,league_multi_season,2023,2025,ARI,3,third_down,3,fringe,third_down | fringe,69,6641,3,32,96,good,strong,good_team_sample_vs_strong_baseline,1,1,0.7536,0.7139,0.03970000000000007,0.2464,0.2861,-0.03970000000000001,0.7536,0.7139,0.03970000000000007,0.8986,0.8859,0.012699999999999934,0.1014,0.0986,0.002800000000000011,6.4638,5.5315,0.9322999999999997,0.2647,-0.0482,0.3129,0.5362,0.4594,0.07680000000000003,0.5217,0.4162,0.10550000000000004,0.029,0.0271,0.0019000000000000024,0.0145,0.0316,-0.017100000000000004,0.029,0.0628,-0.0338,0.1739,0.1456,0.028299999999999992,0.1449,0.1065,0.038400000000000004,0.029,0.0392,-0.010199999999999997
2025,league_multi_season,2023,2025,ARI,3,third_down,4,red_zone,third_down | red_zone,38,3469,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.7105,0.6852,0.02529999999999999,0.2895,0.3148,-0.025300000000000045,0.7105,0.6852,0.02529999999999999,0.8158,0.8236,-0.007800000000000029,0.0789,0.0623,0.016599999999999997,2.2105,2.7512,-0.5406999999999997,-0.3111,-0.0129,-0.29819999999999997,0.4211,0.4157,0.00539999999999996,0.3947,0.3995,-0.0048000000000000265,0.1842,0.2153,-0.03109999999999999,0.0789,0.0375,0.0414,0.1316,0.0651,0.06649999999999999,0.0526,0.0479,0.004700000000000003,0.0263,0.032,-0.0057,0.0263,0.0159,0.0104
2025,league_multi_season,2023,2025,ARI,4,fourth_down,1,backed_up,fourth_down | backed_up,1,39,3,22,30,very_thin,very_thin,very_thin_team_sample_vs_very_thin_baseline,0,0,1.0,0.7692,0.2308,0.0,0.2308,-0.2308,1.0,0.7692,0.2308,1.0,0.7692,0.2308,0.0,0.1538,-0.1538,0.0,4.2051,-4.2051,-3.6604,-0.5916,-3.0688,0.0,0.4872,-0.4872,0.0,0.4359,-0.4359,0.0,0.0,0.0,0.0,0.0769,-0.0769,0.0,0.0513,-0.0513,0.0,0.1282,-0.1282,0.0,0.0769,-0.0769,0.0,0.0513,-0.0513
2025,league_multi_season,2023,2025,ARI,4,fourth_down,2,own_territory,fourth_down | own_territory,10,650,3,32,95,very_thin,thin,very_thin_team_sample_vs_thin_baseline,0,0,0.4,0.5938,-0.19379999999999997,0.6,0.4062,0.19379999999999997,0.4,0.5938,-0.19379999999999997,0.4,0.6415,-0.24149999999999994,0.1,0.1277,-0.027700000000000002,7.0,4.4446,2.5553999999999997,0.9324,0.0984,0.834,0.7,0.5277,0.1723,0.7,0.5246,0.1754,0.0,0.0031,-0.0031,0.0,0.0615,-0.0615,0.0,0.06,-0.06,0.2,0.1231,0.07690000000000001,0.2,0.0785,0.12150000000000001,0.0,0.0446,-0.0446
2025,league_multi_season,2023,2025,ARI,4,fourth_down,3,fringe,fourth_down | fringe,8,1146,3,32,96,very_thin,good,very_thin_team_sample_vs_good_baseline,0,0,1.0,0.6527,0.34730000000000005,0.0,0.3473,-0.3473,1.0,0.6527,0.34730000000000005,1.0,0.7086,0.2914,0.0,0.0873,-0.0873,3.75,5.8115,-2.0614999999999997,0.2833,0.2667,0.016600000000000004,0.375,0.5436,-0.16859999999999997,0.375,0.5524,-0.1774,0.0,0.0358,-0.0358,0.0,0.0515,-0.0515,0.125,0.0497,0.0753,0.125,0.1632,-0.03820000000000001,0.125,0.1309,-0.005899999999999989,0.0,0.0323,-0.0323
2025,league_multi_season,2023,2025,ARI,4,fourth_down,4,red_zone,fourth_down | red_zone,9,605,3,32,96,very_thin,thin,very_thin_team_sample_vs_thin_baseline,0,0,0.8889,0.5868,0.30210000000000004,0.1111,0.4132,-0.30210000000000004,0.8889,0.5868,0.30210000000000004,0.8889,0.6413,0.24760000000000004,0.0,0.0678,-0.0678,3.3333,2.1917,1.1416,-1.4304,0.0922,-1.5226,0.2222,0.5669,-0.34469999999999995,0.2222,0.5702,-0.34800000000000003,0.2222,0.3025,-0.08029999999999998,0.0,0.0298,-0.0298,0.1111,0.0413,0.0698,0.2222,0.038,0.1842,0.2222,0.0231,0.1991,0.0,0.0149,-0.0149
2025,league_multi_season,2023,2025,ARI,5,short_yardage,1,backed_up,short_yardage | backed_up,5,288,3,32,91,very_thin,very_thin,very_thin_team_sample_vs_very_thin_baseline,0,0,0.6,0.4201,0.1799,0.4,0.5799,-0.17989999999999995,0.6,0.4201,0.1799,0.6,0.6632,-0.06320000000000003,0.2,0.1597,0.0403,0.4,4.5486,-4.1486,-1.3139,-0.0669,-1.247,0.2,0.5833,-0.38330000000000003,0.2,0.6146,-0.4146,0.0,0.0104,-0.0104,0.0,0.0174,-0.0174,0.0,0.0417,-0.0417,0.0,0.0938,-0.0938,0.0,0.0486,-0.0486,0.0,0.0451,-0.0451
2025,league_multi_season,2023,2025,ARI,5,short_yardage,2,own_territory,short_yardage | own_territory,31,3356,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.2581,0.3787,-0.12059999999999998,0.7419,0.6213,0.12060000000000004,0.2581,0.3787,-0.12059999999999998,0.3871,0.5843,-0.19720000000000004,0.1935,0.1856,0.007900000000000018,6.129,5.0557,1.0732999999999997,-0.2551,0.0297,-0.2848,0.4516,0.6058,-0.1542,0.5806,0.6752,-0.09460000000000002,0.0,0.006,-0.006,0.0323,0.0209,0.011400000000000004,0.0,0.0298,-0.0298,0.0968,0.1225,-0.0257,0.0,0.062,-0.062,0.0968,0.0605,0.0363
2025,league_multi_season,2023,2025,ARI,5,short_yardage,3,fringe,short_yardage | fringe,28,3042,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.3214,0.3432,-0.021799999999999986,0.6786,0.6568,0.02179999999999993,0.3214,0.3432,-0.021799999999999986,0.75,0.5464,0.2036,0.3571,0.1851,0.172,3.9286,4.925,-0.9964,0.1255,0.1322,-0.0067000000000000115,0.6786,0.6381,0.04049999999999998,0.7857,0.6795,0.10619999999999996,0.0,0.0187,-0.0187,0.0,0.0233,-0.0233,0.0714,0.0187,0.052700000000000004,0.0357,0.1243,-0.08859999999999998,0.0357,0.0638,-0.028099999999999993,0.0,0.0605,-0.0605
2025,league_multi_season,2023,2025,ARI,5,short_yardage,4,red_zone,short_yardage | red_zone,29,3028,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.3103,0.3108,-0.0005000000000000004,0.6897,0.6892,0.0004999999999999449,0.3103,0.3108,-0.0005000000000000004,0.3103,0.4478,-0.13749999999999996,0.0,0.1199,-0.1199,1.5172,1.4624,0.05480000000000018,0.2226,0.0481,0.1745,0.6207,0.5446,0.07610000000000006,0.6897,0.5651,0.12459999999999993,0.3448,0.3441,0.0006999999999999784,0.0,0.0205,-0.0205,0.0,0.0175,-0.0175,0.0,0.0211,-0.0211,0.0,0.0079,-0.0079,0.0,0.0132,-0.0132
2025,league_multi_season,2023,2025,ARI,6,red_zone,4,red_zone,red_zone | red_zone,91,7881,3,32,96,good,strong,good_team_sample_vs_strong_baseline,1,1,0.8242,0.5343,0.28990000000000005,0.1758,0.4657,-0.2899,0.8242,0.5343,0.28990000000000005,0.9451,0.7041,0.2410000000000001,0.1648,0.0995,0.0653,4.7033,4.1014,0.6018999999999997,0.0015,-0.0307,0.0322,0.3626,0.3951,-0.03250000000000003,0.2857,0.2681,0.017600000000000005,0.1758,0.0873,0.08850000000000001,0.044,0.0279,0.016099999999999996,0.0659,0.0338,0.032100000000000004,0.1319,0.0949,0.03699999999999999,0.1099,0.0459,0.064,0.022,0.049,-0.027000000000000003
2025,league_multi_season,2023,2025,ARI,7,goal_to_go,4,red_zone,goal_to_go | red_zone,39,4077,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.641,0.5183,0.12270000000000003,0.359,0.4817,-0.12270000000000003,0.641,0.5183,0.12270000000000003,0.8205,0.6745,0.14600000000000002,0.1282,0.0814,0.04680000000000001,1.1026,2.1535,-1.0509000000000002,-0.3003,-0.0011,-0.2992,0.3077,0.4177,-0.11000000000000004,0.1795,0.2691,-0.08960000000000001,0.1795,0.2676,-0.08810000000000001,0.0256,0.0248,0.0008000000000000021,0.0769,0.0363,0.0406,0.0,0.0032,-0.0032,0.0,0.0,0.0,0.0,0.0032,-0.0032
2025,league_multi_season,2023,2025,ARI,8,goal_line,4,red_zone,goal_line | red_zone,19,1693,3,32,96,very_thin,good,very_thin_team_sample_vs_good_baseline,0,0,0.3684,0.3219,0.046499999999999986,0.6316,0.6781,-0.046499999999999986,0.3684,0.3219,0.046499999999999986,0.1053,0.3987,-0.2934,0.0,0.1081,-0.1081,0.6842,0.4395,0.24470000000000003,0.0625,0.038,0.0245,0.5263,0.5192,0.007099999999999995,0.5263,0.5198,0.00649999999999995,0.5263,0.5192,0.007099999999999995,0.0,0.0219,-0.0219,0.0,0.0142,-0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,league_multi_season,2023,2025,ARI,9,two_minute_half,1,backed_up,two_minute_half | backed_up,9,678,3,32,95,very_thin,thin,very_thin_team_sample_vs_thin_baseline,0,0,0.8889,0.6313,0.25760000000000005,0.1111,0.3687,-0.25760000000000005,0.8889,0.6313,0.25760000000000005,0.8889,0.823,0.06590000000000007,0.2222,0.0885,0.1337,9.5556,6.8658,2.6898,-0.1324,0.0093,-0.1417,0.5556,0.4794,0.07619999999999999,0.2222,0.2714,-0.049199999999999966,0.0,0.0088,-0.0088,0.0,0.028,-0.028,0.0,0.0413,-0.0413,0.2222,0.1637,0.058499999999999996,0.1111,0.1003,0.010800000000000004,0.1111,0.0634,0.047700000000000006
2025,league_multi_season,2023,2025,ARI,9,two_minute_half,2,own_territory,two_minute_half | own_territory,47,4848,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.8511,0.7894,0.06169999999999998,0.1489,0.2106,-0.061700000000000005,0.8511,0.7894,0.06169999999999998,0.9787,0.9278,0.050900000000000056,0.1915,0.1867,0.004799999999999999,6.4894,5.961,0.5283999999999995,0.0915,-0.0261,0.1176,0.4043,0.3975,0.006799999999999973,0.3617,0.3055,0.05620000000000003,0.0,0.0047,-0.0047,0.0426,0.0408,0.001799999999999996,0.0426,0.06,-0.0174,0.2553,0.1516,0.10370000000000001,0.2128,0.118,0.0948,0.0426,0.0336,0.009000000000000001
2025,league_multi_season,2023,2025,ARI,9,two_minute_half,3,fringe,two_minute_half | fringe,49,4122,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.8163,0.738,0.07830000000000004,0.1837,0.262,-0.07830000000000001,0.8163,0.738,0.07830000000000004,0.9184,0.8738,0.04459999999999997,0.2041,0.1783,0.025800000000000017,4.5918,5.4219,-0.8300999999999998,-0.1332,0.0226,-0.15580000000000002,0.4286,0.4551,-0.026500000000000024,0.2857,0.296,-0.010299999999999976,0.0,0.023,-0.023,0.0204,0.0342,-0.0138,0.102,0.049,0.05299999999999999,0.1224,0.1342,-0.011800000000000019,0.102,0.0983,0.003699999999999995,0.0204,0.0359,-0.0155
2025,league_multi_season,2023,2025,ARI,9,two_minute_half,4,red_zone,two_minute_half | red_zone,23,2098,3,32,96,thin,good,thin_team_sample_vs_good_baseline,0,1,0.7391,0.6363,0.1028,0.2609,0.3637,-0.1028,0.7391,0.6363,0.1028,0.8696,0.7879,0.0817,0.0435,0.1044,-0.06090000000000001,3.4783,2.8031,0.6751999999999998,0.3092,0.0597,0.24949999999999997,0.4348,0.4013,0.03350000000000003,0.3478,0.3084,0.03939999999999999,0.2609,0.2021,0.05880000000000002,0.0,0.0286,-0.0286,0.087,0.0405,0.04649999999999999,0.087,0.0448,0.042199999999999994,0.087,0.0281,0.058899999999999994,0.0,0.0167,-0.0167
2025,league_multi_season,2023,2025,ARI,10,two_minute_game,1,backed_up,two_minute_game | backed_up,4,259,3,31,76,very_thin,very_thin,very_thin_team_sample_vs_very_thin_baseline,0,0,1.0,0.6988,0.3012,0.0,0.3012,-0.3012,1.0,0.6988,0.3012,1.0,0.7992,0.20079999999999998,0.5,0.1158,0.3842,2.0,7.4479,-5.4479,-1.0225,-0.0427,-0.9798,0.25,0.471,-0.22099999999999997,0.0,0.2703,-0.2703,0.0,0.0077,-0.0077,0.0,0.0463,-0.0463,0.0,0.0502,-0.0502,0.0,0.1776,-0.1776,0.0,0.1351,-0.1351,0.0,0.0425,-0.0425
2025,league_multi_season,2023,2025,ARI,10,two_minute_game,2,own_territory,two_minute_game | own_territory,9,1776,3,32,96,very_thin,good,very_thin_team_sample_vs_good_baseline,0,0,0.8889,0.7444,0.14450000000000007,0.1111,0.2556,-0.1445,0.8889,0.7444,0.14450000000000007,1.0,0.8666,0.13339999999999996,0.2222,0.1852,0.037000000000000005,9.0,5.5428,3.4572000000000003,0.42,-0.0997,0.5196999999999999,0.5556,0.366,0.1896,0.4444,0.2962,0.1482,0.0,0.0039,-0.0039,0.0,0.0467,-0.0467,0.0,0.0586,-0.0586,0.3333,0.1458,0.18749999999999997,0.3333,0.1126,0.22069999999999998,0.0,0.0332,-0.0332
2025,league_multi_season,2023,2025,ARI,10,two_minute_game,3,fringe,two_minute_game | fringe,17,1642,3,32,96,very_thin,good,very_thin_team_sample_vs_good_baseline,0,0,0.9412,0.6504,0.29080000000000006,0.0588,0.3496,-0.2908,0.9412,0.6504,0.29080000000000006,1.0,0.7917,0.20830000000000004,0.2353,0.1772,0.05810000000000001,6.3529,5.3027,1.0502000000000002,-0.1899,-0.0332,-0.1567,0.4118,0.4202,-0.008400000000000019,0.2941,0.2917,0.0023999999999999577,0.0,0.0219,-0.0219,0.0588,0.0347,0.024099999999999996,0.1176,0.0432,0.0744,0.2353,0.1382,0.09710000000000002,0.2353,0.0938,0.14150000000000001,0.0,0.0445,-0.0445
2025,league_multi_season,2023,2025,ARI,10,two_minute_game,4,red_zone,two_minute_game | red_zone,10,785,3,32,95,very_thin,thin,very_thin_team_sample_vs_thin_baseline,0,0,0.9,0.6,0.30000000000000004,0.1,0.4,-0.30000000000000004,0.9,0.6,0.30000000000000004,1.0,0.7656,0.23440000000000005,0.1,0.1529,-0.0529,2.1,2.5414,-0.4413999999999998,-0.3431,-0.0322,-0.3109,0.2,0.3783,-0.17830000000000001,0.2,0.3057,-0.10570000000000002,0.2,0.1987,0.0013000000000000234,0.0,0.0306,-0.0306,0.2,0.0471,0.1529,0.1,0.0433,0.05670000000000001,0.1,0.0242,0.0758,0.0,0.0191,-0.0191
2025,league_multi_season,2023,2025,ARI,11,one_score,1,backed_up,one_score | backed_up,44,5258,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.5682,0.5622,0.006000000000000005,0.4318,0.4378,-0.006000000000000005,0.5682,0.5622,0.006000000000000005,0.5455,0.6856,-0.1401,0.0455,0.0493,-0.003799999999999998,6.7955,6.1094,0.6860999999999997,0.0627,-0.0179,0.0806,0.4545,0.4047,0.04980000000000001,0.2273,0.2379,-0.010599999999999998,0.0,0.0057,-0.0057,0.0227,0.0255,-0.002799999999999997,0.0227,0.031,-0.008299999999999998,0.1364,0.1411,-0.00470000000000001,0.0682,0.0901,-0.021900000000000003,0.0682,0.051,0.0172
2025,league_multi_season,2023,2025,ARI,11,one_score,2,own_territory,one_score | own_territory,262,30668,3,32,96,strong,strong,strong_team_sample_vs_strong_baseline,1,1,0.6718,0.5957,0.07609999999999995,0.3282,0.4043,-0.0761,0.6718,0.5957,0.07609999999999995,0.6412,0.6909,-0.049699999999999966,0.0382,0.0804,-0.0422,5.3206,6.0606,-0.7400000000000002,-0.028,-0.0027,-0.0253,0.4351,0.4347,0.00040000000000001146,0.2977,0.2913,0.006400000000000017,0.0038,0.0061,-0.0023000000000000004,0.0191,0.028,-0.008900000000000002,0.0611,0.0434,0.0177,0.1412,0.1512,-0.010000000000000009,0.1107,0.1,0.010700000000000001,0.0305,0.0512,-0.020700000000000003
2025,league_multi_season,2023,2025,ARI,11,one_score,3,fringe,one_score | fringe,204,20775,3,32,96,strong,strong,strong_team_sample_vs_strong_baseline,1,1,0.6127,0.5599,0.05280000000000007,0.3873,0.4401,-0.052800000000000014,0.6127,0.5599,0.05280000000000007,0.652,0.6971,-0.04510000000000003,0.0784,0.1091,-0.030700000000000005,5.2598,5.6917,-0.43189999999999973,-0.0074,0.0259,-0.033299999999999996,0.4216,0.4552,-0.03360000000000002,0.2892,0.3025,-0.013299999999999979,0.0098,0.0231,-0.0133,0.0196,0.0254,-0.0058,0.049,0.0347,0.0143,0.1324,0.1454,-0.013000000000000012,0.098,0.0894,0.00860000000000001,0.0343,0.056,-0.021700000000000004
2025,league_multi_season,2023,2025,ARI,11,one_score,4,red_zone,one_score | red_zone,84,10100,3,32,96,good,strong,good_team_sample_vs_strong_baseline,1,1,0.6071,0.4836,0.1235,0.3929,0.5164,-0.12349999999999994,0.6071,0.4836,0.1235,0.7262,0.648,0.07819999999999994,0.0595,0.0762,-0.016700000000000007,2.3095,2.9688,-0.6593,-0.0893,-0.0128,-0.0765,0.3929,0.423,-0.03009999999999996,0.2976,0.3125,-0.014900000000000024,0.1905,0.1936,-0.0030999999999999917,0.0238,0.025,-0.0011999999999999997,0.0714,0.0327,0.038700000000000005,0.0357,0.0494,-0.013699999999999997,0.0238,0.0213,0.0025000000000000022,0.0119,0.0281,-0.0162
2025,league_multi_season,2023,2025,ARI,12,neutral_early_down,1,backed_up,neutral_early_down | backed_up,30,4081,3,32,96,thin,strong,thin_team_sample_vs_strong_baseline,0,1,0.4667,0.4974,-0.030700000000000005,0.5333,0.5026,0.03069999999999995,0.4667,0.4974,-0.030700000000000005,0.3667,0.6126,-0.2459,0.0,0.0431,-0.0431,6.8667,5.9353,0.9314,0.1197,-0.0151,0.1348,0.4667,0.4102,0.056499999999999995,0.1667,0.2159,-0.04920000000000002,0.0,0.0049,-0.0049,0.0333,0.0213,0.012000000000000004,0.0,0.0191,-0.0191,0.1333,0.1311,0.0022000000000000075,0.0333,0.0779,-0.044599999999999994,0.1,0.0532,0.04680000000000001
