rank,team,situation_order,situation_name,team_play_count,team_sample_quality,coach_dna_score_adjusted,coach_dna_score_raw,tendency_signal_score,efficiency_signal_score,explosiveness_signal_score,stability_signal_score,sample_reliability_score,dropback_rate_delta,rush_rate_delta,shotgun_rate_delta,no_huddle_rate_delta,avg_epa_delta,success_rate_delta,explosive_play_rate_delta,tendency_profile_label,formation_profile_label,tempo_profile_label,efficiency_profile_label
18,DET,8,two_minute_half,113,strong,78.9453125,78.9453125,75.0,91.40625,54.166666666666664,92.1875,100.0,0.09699999999999998,-0.097,-0.08130000000000004,-0.048399999999999985,0.27740000000000004,0.054800000000000015,0.014500000000000013,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
19,BUF,10,one_score,649,strong,78.75,78.75,76.5625,89.0625,94.79166666666667,28.125,100.0,-0.056499999999999995,0.056499999999999995,-0.17279999999999995,-0.037000000000000005,0.1083,0.045399999999999996,0.0348,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
20,CHI,14,trailing,517,strong,78.75,78.75,70.3125,85.9375,80.20833333333333,85.9375,100.0,-0.03710000000000002,0.03710000000000002,-0.16470000000000007,-0.0679,0.1898,0.05879999999999996,0.02310000000000001,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
21,BUF,13,leading,384,strong,78.671875,78.671875,76.5625,84.375,71.875,73.4375,100.0,-0.0665,0.0665,-0.24780000000000002,-0.024399999999999998,0.12890000000000001,0.04970000000000002,0.015300000000000008,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
22,NE,2,early_down,794,strong,78.5546875,78.5546875,71.875,96.09375,85.41666666666667,43.75,100.0,-0.03469999999999995,0.03470000000000001,-0.16629999999999995,-0.0796,0.13069999999999998,0.04470000000000002,0.02510000000000001,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
23,CHI,3,third_down,228,strong,78.3203125,78.3203125,85.9375,80.46875,40.625,84.375,100.0,-0.07399999999999995,0.07400000000000001,-0.08389999999999997,-0.06559999999999999,0.1333,0.0363,-0.01319999999999999,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
24,LA,15,leading_one_score,218,strong,78.2421875,78.2421875,71.875,86.71875,86.45833333333333,62.5,100.0,0.0806,-0.0806,-0.3092,-0.024499999999999994,0.077,0.07680000000000003,0.039600000000000024,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
25,BUF,20,leading_early_down,293,strong,78.0078125,78.0078125,73.4375,83.59375,79.16666666666667,71.875,100.0,-0.07139999999999996,0.07140000000000002,-0.26830000000000004,-0.033400000000000006,0.16399999999999998,0.06109999999999999,0.027199999999999974,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
26,LA,2,early_down,838,strong,77.578125,77.578125,57.8125,100.0,84.375,89.0625,100.0,0.02070000000000005,-0.020699999999999996,-0.32259999999999994,-0.037000000000000005,0.1659,0.09710000000000002,0.028799999999999992,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
27,BUF,19,tied_early_down,141,strong,77.3046875,77.3046875,73.4375,82.03125,95.83333333333333,43.75,100.0,-0.07990000000000003,0.07989999999999997,-0.1804,-0.036300000000000006,0.023,0.047599999999999976,0.063,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
28,SEA,17,trailing_one_score,219,strong,76.953125,76.953125,71.09375,83.59375,90.625,54.6875,100.0,-0.05800000000000005,0.057999999999999996,-0.23230000000000006,0.004799999999999999,0.148,0.09949999999999992,0.044300000000000006,more_run_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
29,LA,6,red_zone,198,strong,76.6796875,76.6796875,77.34375,90.625,44.791666666666664,75.0,100.0,0.06279999999999997,-0.06279999999999997,-0.36600000000000005,-0.0692,0.0625,0.0928,-0.005700000000000004,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
30,SEA,21,trailing_early_down,227,strong,76.484375,76.484375,61.71875,92.96875,87.5,73.4375,100.0,-0.04799999999999993,0.04799999999999999,-0.24419999999999997,0.004200000000000009,0.2163,0.10390000000000005,0.0411,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
31,CIN,15,leading_one_score,207,strong,76.0546875,76.0546875,78.90625,87.5,60.416666666666664,46.09375,100.0,0.06489999999999996,-0.06489999999999996,0.10089999999999999,-0.0702,0.06,0.09879999999999994,0.010200000000000015,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
32,BUF,14,trailing,498,strong,76.015625,76.015625,74.21875,83.59375,81.25,45.3125,100.0,-0.05459999999999998,0.05460000000000004,-0.15839999999999999,-0.0571,0.17029999999999998,0.05159999999999998,0.024999999999999994,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
33,LA,19,tied_early_down,164,strong,75.91796875,75.91796875,75.0,88.671875,52.083333333333336,71.875,100.0,0.1054,-0.10540000000000005,-0.2827,0.019699999999999995,0.0762,0.058199999999999974,-0.006500000000000006,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
34,BUF,11,neutral_early_down,399,strong,75.4296875,75.4296875,77.34375,68.75,90.625,48.4375,100.0,-0.050299999999999956,0.05030000000000007,-0.1996,-0.07550000000000001,0.078,0.02460000000000001,0.038699999999999984,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
35,BUF,6,red_zone,190,strong,75.3125,75.3125,77.34375,91.40625,43.229166666666664,61.71875,100.0,-0.08710000000000001,0.08710000000000007,-0.24840000000000007,0.0529,0.1341,0.07229999999999998,-0.009100000000000004,more_run_heavy_than_baseline,less_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
36,CIN,20,leading_early_down,231,strong,74.765625,74.765625,85.15625,74.21875,51.041666666666664,52.34375,100.0,0.08130000000000004,-0.08130000000000004,0.13449999999999995,-0.062200000000000005,-0.0299,0.056999999999999995,0.0010000000000000009,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
37,IND,16,leading_two_plus_scores,182,strong,74.55645161290322,74.55645161290322,54.838709677419345,97.58064516129032,79.56989247311829,85.48387096774192,100.0,0.07670000000000005,-0.07669999999999993,0.06010000000000004,-0.0201,0.26539999999999997,0.06340000000000001,0.032799999999999996,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
38,WAS,10,one_score,551,strong,74.4140625,74.4140625,87.5,50.78125,81.25,51.5625,100.0,-0.053199999999999914,0.053200000000000025,0.1744,0.5288999999999999,0.029099999999999997,0.015000000000000013,0.019299999999999984,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
39,IND,13,leading,399,strong,74.296875,74.296875,61.71875,86.71875,75.0,85.9375,100.0,0.04490000000000005,-0.044899999999999995,0.07350000000000001,-0.0436,0.1681,0.031700000000000006,0.019700000000000023,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
40,DET,18,trailing_two_plus_scores,225,strong,74.2578125,74.2578125,67.1875,80.46875,80.20833333333333,68.75,100.0,0.0474,-0.0474,-0.13539999999999996,-0.07979999999999998,0.1803,0.03870000000000001,0.04920000000000002,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
41,BUF,16,leading_two_plus_scores,173,strong,74.23387096774194,74.23387096774194,66.93548387096774,91.93548387096774,52.68817204301075,82.25806451612902,100.0,-0.06319999999999998,0.06320000000000003,-0.2758,-0.023899999999999998,0.195,0.06570000000000004,-0.004600000000000021,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
42,WAS,2,early_down,759,strong,74.0625,74.0625,93.75,56.25,66.14583333333333,28.90625,100.0,-0.06869999999999993,0.06870000000000004,0.22460000000000002,0.4948,0.0316,0.02589999999999998,0.009899999999999992,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
43,CHI,1,all_offense,1090,strong,73.75,73.75,66.40625,71.09375,81.25,89.0625,100.0,-0.026900000000000035,0.02689999999999998,-0.17559999999999998,-0.054400000000000004,0.085,0.023299999999999987,0.018600000000000005,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
44,SEA,1,all_offense,994,strong,73.7109375,73.7109375,77.34375,71.875,75.0,46.875,100.0,-0.06669999999999998,0.06669999999999998,-0.2329,-0.029500000000000012,0.0351,0.02729999999999999,0.014100000000000001,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
45,SEA,3,third_down,202,strong,73.4765625,73.4765625,88.28125,71.875,41.666666666666664,45.3125,100.0,-0.08599999999999997,0.08600000000000002,-0.09329999999999994,-0.05779999999999999,0.023100000000000002,0.036199999999999954,-0.016600000000000004,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
46,KC,15,leading_one_score,143,strong,73.4375,73.4375,78.125,90.625,43.75,40.625,100.0,0.10929999999999995,-0.10930000000000001,0.07889999999999997,-0.061,0.1476,0.07569999999999993,-0.001799999999999996,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
47,GB,14,trailing,383,strong,73.37890625,73.37890625,59.375,84.765625,82.29166666666667,81.25,100.0,-0.06169999999999998,0.06170000000000003,-0.0615,-0.016100000000000003,0.1656,0.057099999999999984,0.02510000000000001,more_run_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
48,DEN,3,third_down,232,strong,73.14453125,73.14453125,74.21875,66.796875,70.3125,75.0,100.0,0.04800000000000004,-0.04799999999999999,-0.03320000000000001,0.0892,0.0983,0.024099999999999955,0.019100000000000006,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,faster_than_baseline,more_efficient_than_baseline
49,KC,20,leading_early_down,214,strong,73.06640625,73.06640625,82.03125,77.734375,57.291666666666664,31.25,100.0,0.0766,-0.0766,0.14880000000000004,-0.056900000000000006,0.0742,0.043800000000000006,0.0022999999999999965,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
50,WAS,1,all_offense,972,strong,73.0078125,73.0078125,89.84375,56.25,68.75,32.03125,100.0,-0.05930000000000002,0.059299999999999964,0.18810000000000004,0.5165,0.0126,0.022299999999999986,0.008099999999999996,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
51,SEA,2,early_down,780,strong,72.98828125,72.98828125,74.21875,74.609375,79.16666666666667,40.625,100.0,-0.059199999999999975,0.059199999999999975,-0.26799999999999996,-0.024000000000000007,0.0434,0.02639999999999998,0.02150000000000002,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
52,NYG,5,short_yardage,100,strong,72.8125,72.8125,63.28125,91.40625,65.10416666666667,67.1875,100.0,-0.08760000000000001,0.08760000000000001,0.07779999999999998,0.05579999999999999,0.26940000000000003,0.08390000000000009,0.009400000000000006,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
53,PHI,18,trailing_two_plus_scores,64,good,72.71718750000001,80.796875,85.9375,90.625,67.70833333333333,53.125,80.0,0.0885999999999999,-0.08860000000000001,0.13990000000000002,0.231,0.1684,0.08319999999999994,0.05890000000000001,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
54,GB,21,trailing_early_down,295,strong,72.6171875,72.6171875,66.40625,79.6875,70.83333333333333,71.875,100.0,-0.0645,0.0645,-0.08309999999999995,-0.048299999999999996,0.1023,0.05009999999999998,0.01849999999999999,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
55,LA,14,trailing,367,strong,72.578125,72.578125,50.0,98.4375,90.625,68.75,100.0,0.009399999999999964,-0.009399999999999964,-0.2821,-0.05689999999999999,0.2473,0.11670000000000003,0.06190000000000001,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
56,MIA,11,neutral_early_down,334,strong,72.4609375,72.4609375,60.15625,79.6875,91.66666666666667,67.1875,100.0,-0.051399999999999946,0.05140000000000006,0.02749999999999997,-0.05260000000000001,0.0837,0.013000000000000012,0.04429999999999998,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
57,WAS,20,leading_early_down,167,strong,72.4609375,72.4609375,78.125,67.96875,87.5,21.875,100.0,-0.03959999999999997,0.03959999999999997,0.3227,0.5099,0.0743,0.04960000000000003,0.052399999999999974,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
58,LA,1,all_offense,1056,strong,72.0703125,72.0703125,45.3125,99.21875,83.33333333333333,93.75,100.0,0.010600000000000054,-0.010599999999999998,-0.2867,-0.03760000000000001,0.1502,0.08350000000000002,0.023499999999999993,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
59,CIN,10,one_score,704,strong,71.9921875,71.9921875,86.71875,70.3125,24.479166666666668,67.1875,100.0,0.07420000000000004,-0.07419999999999999,0.11950000000000005,-0.0749,0.0071,0.030399999999999983,-0.016700000000000007,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
60,SEA,14,trailing,282,strong,71.953125,71.953125,66.40625,82.03125,71.875,57.8125,100.0,-0.06000000000000005,0.06,-0.22950000000000004,-0.0030999999999999917,0.1431,0.10260000000000002,0.020900000000000002,more_run_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
61,ATL,8,two_minute_half,131,strong,71.9140625,71.9140625,66.40625,65.625,76.04166666666667,92.1875,100.0,-0.08599999999999997,0.08600000000000002,0.01529999999999998,-0.07179999999999999,0.046599999999999996,0.01200000000000001,0.02560000000000001,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
62,IND,20,leading_early_down,307,strong,71.875,71.875,67.96875,74.21875,76.04166666666667,63.28125,100.0,0.07440000000000002,-0.07440000000000002,0.10529999999999995,-0.041600000000000005,0.1013,0.022799999999999987,0.029699999999999976,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
63,CHI,17,trailing_one_score,355,strong,71.796875,71.796875,61.71875,89.84375,65.625,67.1875,100.0,-0.025000000000000022,0.025000000000000022,-0.15570000000000006,-0.056900000000000006,0.2212,0.08179999999999998,0.012699999999999989,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
64,KC,13,leading,272,strong,71.796875,71.796875,76.5625,87.5,41.666666666666664,42.1875,100.0,0.04749999999999999,-0.04749999999999999,0.12159999999999993,-0.0577,0.1179,0.05099999999999999,-0.0069999999999999785,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
65,BAL,12,tied,183,strong,71.62109375,71.62109375,78.90625,67.578125,52.083333333333336,64.0625,100.0,-0.09860000000000002,0.09860000000000002,-0.0937,-0.06609999999999999,0.0633,0.04849999999999999,-0.0050000000000000044,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
66,BAL,2,early_down,728,strong,71.6015625,71.6015625,79.6875,66.40625,80.20833333333333,21.09375,100.0,-0.10149999999999998,0.10149999999999998,-0.05159999999999998,-0.0811,0.037200000000000004,0.012500000000000011,0.026900000000000007,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
67,BAL,1,all_offense,954,strong,71.38671875,71.38671875,79.6875,68.359375,76.04166666666667,20.3125,100.0,-0.08729999999999999,0.08729999999999993,-0.04679999999999995,-0.07450000000000001,0.0393,0.01100000000000001,0.020199999999999996,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
68,WAS,13,leading,205,strong,71.328125,71.328125,82.8125,53.125,87.5,26.5625,100.0,-0.03570000000000001,0.035699999999999954,0.2813,0.4972,-0.002999999999999999,0.02679999999999999,0.03990000000000002,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
69,BUF,21,trailing_early_down,385,strong,71.2890625,71.2890625,75.78125,75.0,55.208333333333336,51.5625,100.0,-0.05740000000000001,0.05740000000000001,-0.18209999999999993,-0.056499999999999995,0.1175,0.04770000000000002,0.0069999999999999785,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
70,DAL,5,short_yardage,115,strong,71.09375,71.09375,59.375,90.625,64.58333333333333,70.3125,100.0,0.07849999999999996,-0.07850000000000001,-0.06259999999999999,-0.05990000000000001,0.2796,0.03870000000000007,0.022400000000000003,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
71,LA,17,trailing_one_score,310,strong,71.015625,71.015625,48.4375,96.875,91.66666666666667,62.5,100.0,0.022599999999999953,-0.02260000000000001,-0.26150000000000007,-0.0242,0.2336,0.11880000000000002,0.0597,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
72,HOU,18,trailing_two_plus_scores,107,strong,70.9375,70.9375,75.78125,49.21875,72.91666666666667,85.9375,100.0,0.0986999999999999,-0.09870000000000001,-0.07799999999999996,-0.09739999999999999,0.0429,0.016199999999999992,0.020900000000000002,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
73,NYG,12,tied,150,strong,70.9375,70.9375,76.5625,53.125,81.25,60.15625,100.0,0.041100000000000025,-0.04109999999999997,0.11919999999999997,0.20840000000000003,0.036899999999999995,-0.023300000000000043,0.02259999999999998,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
74,BAL,20,leading_early_down,275,strong,70.859375,70.859375,67.1875,81.25,87.5,21.875,100.0,-0.07949999999999996,0.07950000000000002,-0.0046000000000000485,-0.056400000000000006,0.1404,0.005599999999999994,0.05589999999999998,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
75,WAS,11,neutral_early_down,352,strong,70.83984375,70.83984375,82.03125,51.953125,80.20833333333333,39.0625,100.0,-0.047099999999999975,0.047099999999999975,0.24680000000000002,0.5253,0.0322,0.006900000000000017,0.028999999999999998,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
76,LA,12,tied,211,strong,70.64453125,70.64453125,69.53125,88.671875,32.291666666666664,73.4375,100.0,0.08289999999999997,-0.08289999999999997,-0.25039999999999996,0.009000000000000008,0.105,0.05909999999999993,-0.017000000000000015,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
77,PHI,6,red_zone,151,strong,70.64453125,70.64453125,68.75,81.640625,58.854166666666664,54.6875,100.0,-0.0923,0.09230000000000005,0.029799999999999938,0.09090000000000001,0.11249999999999999,0.04780000000000001,0.001799999999999996,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,faster_than_baseline,more_efficient_than_baseline
78,CIN,1,all_offense,1044,strong,70.5078125,70.5078125,85.15625,65.625,38.541666666666664,50.0,100.0,0.07089999999999996,-0.07090000000000002,0.1271,-0.0771,-0.0023999999999999994,0.020500000000000018,-0.0092,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
79,BUF,15,leading_one_score,211,strong,70.3125,70.3125,64.0625,70.3125,83.33333333333333,64.0625,100.0,-0.06020000000000003,0.06020000000000003,-0.21689999999999998,-0.022899999999999997,0.0738,0.03670000000000001,0.031200000000000006,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
80,DAL,8,two_minute_half,118,strong,70.15625,70.15625,46.875,100.0,98.95833333333333,42.1875,100.0,-0.040000000000000036,0.03999999999999998,-0.07269999999999999,0.04000000000000001,0.3652,0.11930000000000002,0.08480000000000001,close_to_baseline_run_pass_split,less_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
81,BUF,7,goal_to_go,76,good,70.04531250000001,77.828125,93.75,82.8125,39.0625,50.78125,80.0,-0.14679999999999999,0.14680000000000004,-0.3347,0.1376,0.18530000000000002,0.10149999999999998,-0.0074,more_run_heavy_than_baseline,less_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
82,WAS,15,leading_one_score,123,strong,69.9609375,69.9609375,82.03125,48.4375,84.375,32.8125,100.0,-0.04630000000000001,0.04630000000000001,0.24819999999999998,0.5266000000000001,-0.014199999999999999,0.0030999999999999917,0.04420000000000002,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
83,DET,12,tied,204,strong,69.84375,69.84375,60.15625,96.09375,60.416666666666664,46.875,100.0,-0.027700000000000058,0.027700000000000002,-0.2606,-0.0324,0.1681,0.06159999999999999,0.0016999999999999793,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
