profile_season,team,situation_order,situation_name,field_zone_order,field_zone,situation_field_zone_context,team_play_count,team_sample_quality,sample_vs_baseline_context,sample_reliability_score,sample_multiplier,tendency_signal_score,efficiency_signal_score,explosiveness_signal_score,stability_signal_score,coach_dna_score_raw,coach_dna_score_adjusted,tendency_profile_label,tempo_profile_label,formation_profile_label,efficiency_profile_label,dropback_rate_team,dropback_rate_baseline,dropback_rate_delta,rush_rate_team,rush_rate_baseline,rush_rate_delta,pass_attempt_rate_team,pass_attempt_rate_baseline,pass_attempt_rate_delta,shotgun_rate_team,shotgun_rate_baseline,shotgun_rate_delta,no_huddle_rate_team,no_huddle_rate_baseline,no_huddle_rate_delta,avg_epa_team,avg_epa_baseline,avg_epa_delta,success_rate_team,success_rate_baseline,success_rate_delta,explosive_play_rate_team,explosive_play_rate_baseline,explosive_play_rate_delta,turnover_rate_team,turnover_rate_baseline,turnover_rate_delta,sack_rate_team,sack_rate_baseline,sack_rate_delta,dropback_rate_signal_score,shotgun_rate_signal_score,no_huddle_rate_signal_score,pass_attempt_rate_signal_score,avg_epa_score,success_rate_score,first_down_rate_score,touchdown_rate_score,explosive_play_rate_score,explosive_dropback_rate_score,explosive_run_rate_score,turnover_rate_score,sack_rate_score
2025,ARI,3,third_down,3,fringe,third_down | fringe,69,good,good_team_sample_vs_strong_baseline,80.0,0.9,25.78125,85.15625,67.70833333333333,79.6875,55.015625,49.5140625,close_to_baseline_run_pass_split,close_to_baseline_tempo,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.7536,0.7139,0.03970000000000007,0.2464,0.2861,-0.03970000000000001,0.7536,0.7139,0.03970000000000007,0.8986,0.8859,0.012699999999999934,0.1014,0.0986,0.002800000000000011,0.2647,-0.0482,0.3129,0.5362,0.4594,0.07680000000000003,0.1739,0.1456,0.028299999999999992,0.0145,0.0316,-0.017100000000000004,0.029,0.0628,-0.0338,43.75,9.375,6.25,43.75,93.75,87.5,93.75,65.625,78.125,90.625,34.375,75.0,84.375
2025,ARI,3,third_down,4,red_zone,third_down | red_zone,38,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,20.703125,46.09375,67.70833333333333,13.28125,35.07421875,26.3056640625,close_to_baseline_run_pass_split,close_to_baseline_tempo,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.7105,0.6852,0.02529999999999999,0.2895,0.3148,-0.025300000000000045,0.7105,0.6852,0.02529999999999999,0.8158,0.8236,-0.007800000000000029,0.0789,0.0623,0.016599999999999997,-0.3111,-0.0129,-0.29819999999999997,0.4211,0.4157,0.00539999999999996,0.0526,0.0479,0.004700000000000003,0.0789,0.0375,0.0414,0.1316,0.0651,0.06649999999999999,25.0,14.0625,18.75,25.0,21.875,56.25,59.375,46.875,64.0625,62.5,76.5625,10.9375,15.625
2025,ARI,4,fourth_down,1,backed_up,fourth_down | backed_up,1,very_thin,very_thin_team_sample_vs_very_thin_baseline,30.0,0.5,51.388888888888886,30.555555555555554,48.14814814814815,61.111111111111114,45.59722222222223,22.798611111111114,more_dropback_heavy_than_baseline,slower_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,1.0,0.7692,0.2308,0.0,0.2308,-0.2308,1.0,0.7692,0.2308,1.0,0.7692,0.2308,0.0,0.1538,-0.1538,-3.6604,-0.5916,-3.0688,0.0,0.4872,-0.4872,0.0,0.1282,-0.1282,0.0,0.0769,-0.0769,0.0,0.0513,-0.0513,55.55555555555556,50.0,44.44444444444444,55.55555555555556,22.22222222222222,22.22222222222222,22.22222222222222,55.55555555555556,44.44444444444444,50.0,50.0,61.111111111111114,61.111111111111114
2025,ARI,4,fourth_down,2,own_territory,fourth_down | own_territory,10,very_thin,very_thin_team_sample_vs_thin_baseline,30.0,0.5,52.41935483870968,59.274193548387096,64.51612903225806,68.54838709677419,56.439516129032256,28.219758064516128,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.4,0.5938,-0.19379999999999997,0.6,0.4062,0.19379999999999997,0.4,0.5938,-0.19379999999999997,0.4,0.6415,-0.24149999999999994,0.1,0.1277,-0.027700000000000002,0.9324,0.0984,0.834,0.7,0.5277,0.1723,0.2,0.1231,0.07690000000000001,0.0,0.0615,-0.0615,0.0,0.06,-0.06,64.51612903225806,64.51612903225806,16.129032258064516,64.51612903225806,61.29032258064516,61.29032258064516,64.51612903225806,50.0,70.96774193548387,85.48387096774194,37.096774193548384,70.96774193548387,66.12903225806451
2025,ARI,4,fourth_down,3,fringe,fourth_down | fringe,8,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,88.671875,30.859375,42.1875,48.4375,60.2890625,30.14453125,more_dropback_heavy_than_baseline,slower_than_baseline,more_shotgun_than_baseline,close_to_baseline_efficiency,1.0,0.6527,0.34730000000000005,0.0,0.3473,-0.3473,1.0,0.6527,0.34730000000000005,1.0,0.7086,0.2914,0.0,0.0873,-0.0873,0.2833,0.2667,0.016600000000000004,0.375,0.5436,-0.16859999999999997,0.125,0.1632,-0.03820000000000001,0.0,0.0515,-0.0515,0.125,0.0497,0.0753,100.0,95.3125,59.375,100.0,53.125,18.75,18.75,32.8125,43.75,43.75,39.0625,73.4375,23.4375
2025,ARI,4,fourth_down,4,red_zone,fourth_down | red_zone,9,very_thin,very_thin_team_sample_vs_thin_baseline,30.0,0.5,76.5625,11.71875,81.25,42.96875,55.3671875,27.68359375,more_dropback_heavy_than_baseline,slower_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,0.8889,0.5868,0.30210000000000004,0.1111,0.4132,-0.30210000000000004,0.8889,0.5868,0.30210000000000004,0.8889,0.6413,0.24760000000000004,0.0,0.0678,-0.0678,-1.4304,0.0922,-1.5226,0.2222,0.5669,-0.34469999999999995,0.2222,0.038,0.1842,0.0,0.0298,-0.0298,0.1111,0.0413,0.0698,89.0625,76.5625,51.5625,89.0625,6.25,3.125,3.125,34.375,95.3125,98.4375,50.0,65.625,20.3125
2025,ARI,5,short_yardage,1,backed_up,short_yardage | backed_up,5,very_thin,very_thin_team_sample_vs_very_thin_baseline,30.0,0.5,20.564516129032256,24.193548387096776,42.473118279569896,58.87096774193549,29.06048387096774,14.53024193548387,more_dropback_heavy_than_baseline,faster_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.6,0.4201,0.1799,0.4,0.5799,-0.17989999999999995,0.6,0.4201,0.1799,0.6,0.6632,-0.06320000000000003,0.2,0.1597,0.0403,-1.3139,-0.0669,-1.247,0.2,0.5833,-0.38330000000000003,0.0,0.0938,-0.0938,0.0,0.0174,-0.0174,0.0,0.0417,-0.0417,33.87096774193548,6.451612903225806,8.064516129032258,33.87096774193548,12.903225806451612,20.967741935483872,14.516129032258066,48.38709677419355,38.70967741935484,45.16129032258064,43.54838709677419,58.06451612903226,59.67741935483871
2025,ARI,5,short_yardage,2,own_territory,short_yardage | own_territory,31,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,63.28125,19.140625,40.625,50.0,47.10546875,35.3291015625,more_run_heavy_than_baseline,close_to_baseline_tempo,less_shotgun_than_baseline,less_efficient_than_baseline,0.2581,0.3787,-0.12059999999999998,0.7419,0.6213,0.12060000000000004,0.2581,0.3787,-0.12059999999999998,0.3871,0.5843,-0.19720000000000004,0.1935,0.1856,0.007900000000000018,-0.2551,0.0297,-0.2848,0.4516,0.6058,-0.1542,0.0968,0.1225,-0.0257,0.0323,0.0209,0.011400000000000004,0.0,0.0298,-0.0298,84.375,81.25,3.125,84.375,9.375,9.375,15.625,42.1875,28.125,10.9375,82.8125,21.875,78.125
2025,ARI,5,short_yardage,3,fringe,short_yardage | fringe,28,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,55.078125,57.421875,17.708333333333332,42.96875,48.84375,36.6328125,close_to_baseline_run_pass_split,faster_than_baseline,more_shotgun_than_baseline,close_to_baseline_efficiency,0.3214,0.3432,-0.021799999999999986,0.6786,0.6568,0.02179999999999993,0.3214,0.3432,-0.021799999999999986,0.75,0.5464,0.2036,0.3571,0.1851,0.172,0.1255,0.1322,-0.0067000000000000115,0.6786,0.6381,0.04049999999999998,0.0357,0.1243,-0.08859999999999998,0.0,0.0233,-0.0233,0.0714,0.0187,0.052700000000000004,28.125,70.3125,93.75,28.125,53.125,65.625,84.375,26.5625,6.25,37.5,9.375,76.5625,9.375
2025,ARI,5,short_yardage,4,red_zone,short_yardage | red_zone,29,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,38.28125,71.875,35.9375,72.65625,50.6015625,37.951171875,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.3103,0.3108,-0.0005000000000000004,0.6897,0.6892,0.0004999999999999449,0.3103,0.3108,-0.0005000000000000004,0.3103,0.4478,-0.13749999999999996,0.0,0.1199,-0.1199,0.2226,0.0481,0.1745,0.6207,0.5446,0.07610000000000006,0.0,0.0211,-0.0211,0.0,0.0205,-0.0205,0.0,0.0175,-0.0175,3.125,62.5,84.375,3.125,68.75,78.125,93.75,46.875,29.6875,37.5,40.625,76.5625,68.75
2025,ARI,6,red_zone,4,red_zone,red_zone | red_zone,91,good,good_team_sample_vs_strong_baseline,80.0,0.9,89.0625,67.1875,68.75,17.1875,72.90625,65.61562500000001,more_dropback_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,more_efficient_than_baseline,0.8242,0.5343,0.28990000000000005,0.1758,0.4657,-0.2899,0.8242,0.5343,0.28990000000000005,0.9451,0.7041,0.2410000000000001,0.1648,0.0995,0.0653,0.0015,-0.0307,0.0322,0.3626,0.3951,-0.03250000000000003,0.1319,0.0949,0.03699999999999999,0.044,0.0279,0.016099999999999996,0.0659,0.0338,0.032100000000000004,100.0,93.75,62.5,100.0,68.75,28.125,71.875,100.0,87.5,100.0,18.75,21.875,12.5
2025,ARI,7,goal_to_go,4,red_zone,goal_to_go | red_zone,39,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,64.84375,12.5,47.395833333333336,28.90625,45.0546875,33.791015625,more_dropback_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,0.641,0.5183,0.12270000000000003,0.359,0.4817,-0.12270000000000003,0.641,0.5183,0.12270000000000003,0.8205,0.6745,0.14600000000000002,0.1282,0.0814,0.04680000000000001,-0.3003,-0.0011,-0.2992,0.3077,0.4177,-0.11000000000000004,0.0,0.0032,-0.0032,0.0256,0.0248,0.0008000000000000021,0.0769,0.0363,0.0406,75.0,59.375,50.0,75.0,15.625,15.625,9.375,9.375,45.3125,51.5625,45.3125,40.625,17.1875
2025,ARI,8,goal_line,4,red_zone,goal_line | red_zone,19,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,52.34375,55.859375,51.5625,64.0625,53.16015625,26.580078125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.3684,0.3219,0.046499999999999986,0.6316,0.6781,-0.046499999999999986,0.3684,0.3219,0.046499999999999986,0.1053,0.3987,-0.2934,0.0,0.1081,-0.1081,0.0625,0.038,0.0245,0.5263,0.5192,0.007099999999999995,0.0,0.0,0.0,0.0,0.0219,-0.0219,0.0,0.0142,-0.0142,28.125,81.25,71.875,28.125,53.125,57.8125,54.6875,57.8125,51.5625,51.5625,51.5625,67.1875,60.9375
2025,ARI,9,two_minute_half,1,backed_up,two_minute_half | backed_up,9,very_thin,very_thin_team_sample_vs_thin_baseline,30.0,0.5,62.90322580645161,41.12903225806451,62.365591397849464,58.87096774193549,55.33064516129032,27.66532258064516,more_dropback_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,0.8889,0.6313,0.25760000000000005,0.1111,0.3687,-0.25760000000000005,0.8889,0.6313,0.25760000000000005,0.8889,0.823,0.06590000000000007,0.2222,0.0885,0.1337,-0.1324,0.0093,-0.1417,0.5556,0.4794,0.07619999999999999,0.2222,0.1637,0.058499999999999996,0.0,0.028,-0.028,0.0,0.0413,-0.0413,74.19354838709677,22.58064516129032,80.64516129032258,74.19354838709677,12.903225806451612,61.29032258064516,41.935483870967744,48.38709677419355,64.51612903225806,51.61290322580645,70.96774193548387,54.83870967741935,62.903225806451616
2025,ARI,9,two_minute_half,2,own_territory,two_minute_half | own_territory,47,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,55.46875,60.15625,85.41666666666667,51.5625,60.71875,45.5390625,more_dropback_heavy_than_baseline,close_to_baseline_tempo,more_shotgun_than_baseline,more_efficient_than_baseline,0.8511,0.7894,0.06169999999999998,0.1489,0.2106,-0.061700000000000005,0.8511,0.7894,0.06169999999999998,0.9787,0.9278,0.050900000000000056,0.1915,0.1867,0.004799999999999999,0.0915,-0.0261,0.1176,0.4043,0.3975,0.006799999999999973,0.2553,0.1516,0.10370000000000001,0.0426,0.0408,0.001799999999999996,0.0426,0.06,-0.0174,71.875,64.0625,14.0625,71.875,68.75,53.125,81.25,37.5,93.75,100.0,62.5,42.1875,60.9375
2025,ARI,9,two_minute_half,3,fringe,two_minute_half | fringe,49,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,42.1875,33.203125,46.354166666666664,46.875,41.67578125,31.2568359375,more_dropback_heavy_than_baseline,faster_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.8163,0.738,0.07830000000000004,0.1837,0.262,-0.07830000000000001,0.8163,0.738,0.07830000000000004,0.9184,0.8738,0.04459999999999997,0.2041,0.1783,0.025800000000000017,-0.1332,0.0226,-0.15580000000000002,0.4286,0.4551,-0.026500000000000024,0.1224,0.1342,-0.011800000000000019,0.0204,0.0342,-0.0138,0.102,0.049,0.05299999999999999,56.25,31.25,25.0,56.25,25.0,35.9375,48.4375,23.4375,48.4375,56.25,34.375,79.6875,14.0625
2025,ARI,9,two_minute_half,4,red_zone,two_minute_half | red_zone,23,thin,thin_team_sample_vs_good_baseline,55.0,0.75,52.34375,67.578125,70.3125,39.0625,57.65234375,43.2392578125,more_dropback_heavy_than_baseline,slower_than_baseline,more_shotgun_than_baseline,more_efficient_than_baseline,0.7391,0.6363,0.1028,0.2609,0.3637,-0.1028,0.7391,0.6363,0.1028,0.8696,0.7879,0.0817,0.0435,0.1044,-0.06090000000000001,0.3092,0.0597,0.24949999999999997,0.4348,0.4013,0.03350000000000003,0.087,0.0448,0.042199999999999994,0.0,0.0286,-0.0286,0.087,0.0405,0.04649999999999999,57.8125,40.625,53.125,57.8125,75.0,65.625,64.0625,65.625,84.375,93.75,32.8125,75.0,3.125
2025,ARI,10,two_minute_game,1,backed_up,two_minute_game | backed_up,4,very_thin,very_thin_team_sample_vs_very_thin_baseline,30.0,0.5,61.16071428571429,24.107142857142858,30.952380952380953,57.142857142857146,45.40625000000001,22.703125000000004,more_dropback_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,1.0,0.6988,0.3012,0.0,0.3012,-0.3012,1.0,0.6988,0.3012,1.0,0.7992,0.20079999999999998,0.5,0.1158,0.3842,-1.0225,-0.0427,-0.9798,0.25,0.471,-0.22099999999999997,0.0,0.1776,-0.1776,0.0,0.0463,-0.0463,0.0,0.0502,-0.0502,51.78571428571429,48.214285714285715,92.85714285714286,51.78571428571429,7.142857142857142,23.214285714285715,16.071428571428573,50.0,21.428571428571427,28.57142857142857,42.857142857142854,55.35714285714286,58.92857142857143
2025,ARI,10,two_minute_game,2,own_territory,two_minute_game | own_territory,9,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,66.796875,82.421875,75.0,79.6875,71.3828125,35.69140625,more_dropback_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,more_efficient_than_baseline,0.8889,0.7444,0.14450000000000007,0.1111,0.2556,-0.1445,0.8889,0.7444,0.14450000000000007,1.0,0.8666,0.13339999999999996,0.2222,0.1852,0.037000000000000005,0.42,-0.0997,0.5196999999999999,0.5556,0.366,0.1896,0.3333,0.1458,0.18749999999999997,0.0,0.0467,-0.0467,0.0,0.0586,-0.0586,84.375,70.3125,28.125,84.375,93.75,96.875,93.75,45.3125,96.875,100.0,28.125,78.125,81.25
2025,ARI,10,two_minute_game,3,fringe,two_minute_game | fringe,17,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,76.5625,40.234375,69.79166666666667,14.84375,57.96484375,28.982421875,more_dropback_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,0.9412,0.6504,0.29080000000000006,0.0588,0.3496,-0.2908,0.9412,0.6504,0.29080000000000006,1.0,0.7917,0.20830000000000004,0.2353,0.1772,0.05810000000000001,-0.1899,-0.0332,-0.1567,0.4118,0.4202,-0.008400000000000019,0.2353,0.1382,0.09710000000000002,0.0588,0.0347,0.024099999999999996,0.1176,0.0432,0.0744,93.75,78.125,40.625,93.75,28.125,43.75,53.125,35.9375,90.625,90.625,28.125,20.3125,9.375
2025,ARI,10,two_minute_game,4,red_zone,two_minute_game | red_zone,10,very_thin,very_thin_team_sample_vs_thin_baseline,30.0,0.5,58.064516129032256,36.29032258064517,69.89247311827957,36.29032258064516,50.814516129032256,25.407258064516128,more_dropback_heavy_than_baseline,slower_than_baseline,more_shotgun_than_baseline,less_efficient_than_baseline,0.9,0.6,0.30000000000000004,0.1,0.4,-0.30000000000000004,0.9,0.6,0.30000000000000004,1.0,0.7656,0.23440000000000005,0.1,0.1529,-0.0529,-0.3431,-0.0322,-0.3109,0.2,0.3783,-0.17830000000000001,0.1,0.0433,0.05670000000000001,0.0,0.0306,-0.0306,0.2,0.0471,0.1529,75.80645161290323,58.06451612903226,22.58064516129032,75.80645161290323,38.70967741935484,20.967741935483872,29.03225806451613,56.451612903225815,75.80645161290323,93.54838709677419,40.32258064516129,62.903225806451616,9.67741935483871
2025,ARI,11,one_score,1,backed_up,one_score | backed_up,44,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,26.171875,54.6875,52.083333333333336,57.8125,41.79296875,31.3447265625,close_to_baseline_run_pass_split,close_to_baseline_tempo,less_shotgun_than_baseline,more_efficient_than_baseline,0.5682,0.5622,0.006000000000000005,0.4318,0.4378,-0.006000000000000005,0.5682,0.5622,0.006000000000000005,0.5455,0.6856,-0.1401,0.0455,0.0493,-0.003799999999999998,0.0627,-0.0179,0.0806,0.4545,0.4047,0.04980000000000001,0.1364,0.1411,-0.00470000000000001,0.0227,0.0255,-0.002799999999999997,0.0227,0.031,-0.008299999999999998,6.25,76.5625,15.625,6.25,68.75,65.625,43.75,40.625,53.125,40.625,62.5,56.25,59.375
