profile_season,team,situation_order,situation_name,baseline_type,baseline_start_season,baseline_end_season,season_count,team_count,team_season_count,baseline_quality,team_play_count,team_sample_quality,sample_vs_baseline_context,team_meets_min_sample_50,team_meets_min_sample_20,meets_strong_team_sample,meets_usable_team_sample,dropback_rate_team,dropback_rate_baseline,dropback_rate_delta,dropback_rate_pct_delta,rush_rate_team,rush_rate_baseline,rush_rate_delta,rush_rate_pct_delta,pass_attempt_rate_team,pass_attempt_rate_baseline,pass_attempt_rate_delta,pass_attempt_rate_pct_delta,shotgun_rate_team,shotgun_rate_baseline,shotgun_rate_delta,shotgun_rate_pct_delta,no_huddle_rate_team,no_huddle_rate_baseline,no_huddle_rate_delta,no_huddle_rate_pct_delta,success_rate_team,success_rate_baseline,success_rate_delta,success_rate_pct_delta,first_down_rate_team,first_down_rate_baseline,first_down_rate_delta,first_down_rate_pct_delta,touchdown_rate_team,touchdown_rate_baseline,touchdown_rate_delta,touchdown_rate_pct_delta,turnover_rate_team,turnover_rate_baseline,turnover_rate_delta,turnover_rate_pct_delta,sack_rate_team,sack_rate_baseline,sack_rate_delta,sack_rate_pct_delta,explosive_play_rate_team,explosive_play_rate_baseline,explosive_play_rate_delta,explosive_play_rate_pct_delta,explosive_dropback_rate_team,explosive_dropback_rate_baseline,explosive_dropback_rate_delta,explosive_dropback_rate_pct_delta,explosive_run_rate_team,explosive_run_rate_baseline,explosive_run_rate_delta,explosive_run_rate_pct_delta,avg_yards_gained_team,avg_yards_gained_baseline,avg_yards_gained_delta,avg_yards_gained_pct_delta,avg_epa_team,avg_epa_baseline,avg_epa_delta,avg_epa_pct_delta,is_more_dropback_heavy,is_more_run_heavy,is_more_shotgun_heavy,is_more_no_huddle_heavy,is_more_efficient_epa,is_more_successful,is_more_explosive
2025,ARI,11,neutral_early_down,league_multi_season,2023,2025,3,32,96,strong,377,strong,stable_team_sample,1,1,1,1,0.5836,0.5215,0.062100000000000044,0.11907957813998092,0.4164,0.4785,-0.06209999999999999,-0.12978056426332288,0.5836,0.5215,0.062100000000000044,0.11907957813998092,0.5464,0.6282,-0.08179999999999998,-0.13021330786373764,0.0504,0.0855,-0.035100000000000006,-0.41052631578947374,0.4138,0.4391,-0.02529999999999999,-0.05761785470280116,0.2361,0.2537,-0.017599999999999977,-0.06937327552227031,0.0027,0.0109,-0.008199999999999999,-0.7522935779816513,0.0186,0.0226,-0.004,-0.1769911504424779,0.0504,0.0278,0.022600000000000002,0.81294964028777,0.1167,0.1443,-0.027600000000000013,-0.19126819126819133,0.0743,0.0864,-0.0121,-0.14004629629629628,0.0424,0.058,-0.015600000000000003,-0.26896551724137935,5.1618,5.9339,-0.7721,-0.13011678659903267,-0.0381,0.013,-0.0511,-3.930769230769231,1,0,0,0,0,0,0
2025,ARI,12,tied,league_multi_season,2023,2025,3,32,96,strong,197,strong,stable_team_sample,1,1,1,1,0.6294,0.5522,0.07719999999999994,0.13980441868888072,0.3706,0.4478,-0.07719999999999999,-0.1723983921393479,0.6294,0.5522,0.07719999999999994,0.13980441868888072,0.6497,0.6675,-0.017799999999999927,-0.026666666666666557,0.0305,0.0716,-0.0411,-0.5740223463687151,0.4416,0.4433,-0.0017000000000000348,-0.0038348748026168166,0.2893,0.296,-0.006699999999999984,-0.02263513513513508,0.0254,0.0396,-0.014200000000000004,-0.3585858585858587,0.0305,0.0252,0.005299999999999999,0.2103174603174603,0.0406,0.0369,0.003699999999999995,0.10027100271002695,0.1066,0.1307,-0.02410000000000001,-0.18439173680183632,0.0812,0.0805,0.0006999999999999923,0.008695652173912948,0.0254,0.0502,-0.024800000000000003,-0.4940239043824702,4.7157,5.406,-0.6902999999999997,-0.12769145394006653,0.0056,-0.0028,0.0084,3.0,1,0,0,0,1,0,0
2025,ARI,13,leading,league_multi_season,2023,2025,3,32,96,strong,255,strong,stable_team_sample,1,1,1,1,0.5529,0.504,0.048899999999999944,0.09702380952380942,0.4471,0.496,-0.0489,-0.09858870967741935,0.5529,0.504,0.048899999999999944,0.09702380952380942,0.651,0.6358,0.015199999999999991,0.023906888958792057,0.0353,0.0687,-0.0334,-0.4861717612809316,0.3961,0.4269,-0.030799999999999994,-0.07214804403841647,0.2706,0.2876,-0.017000000000000015,-0.05910987482614748,0.0353,0.0419,-0.006600000000000002,-0.15751789976133657,0.0157,0.0228,-0.007100000000000002,-0.3114035087719299,0.0549,0.0318,0.023099999999999996,0.7264150943396225,0.1333,0.1357,-0.0023999999999999855,-0.01768607221812812,0.0745,0.0788,-0.004299999999999998,-0.05456852791878171,0.0588,0.0569,0.001899999999999999,0.033391915641476255,5.3569,5.5181,-0.16119999999999912,-0.029212953734074978,-0.0387,0.0162,-0.0549,-3.388888888888889,1,0,1,0,0,0,0
2025,ARI,14,trailing,league_multi_season,2023,2025,3,32,96,strong,618,strong,stable_team_sample,1,1,1,1,0.7152,0.6309,0.08429999999999993,0.13361864003804078,0.2848,0.3691,-0.08429999999999999,-0.22839338932538605,0.7152,0.6309,0.08429999999999993,0.13361864003804078,0.7654,0.7508,0.014599999999999946,0.019445924347362743,0.1861,0.1414,0.04469999999999999,0.31612446958981605,0.4417,0.4364,0.005299999999999971,0.012144821264894527,0.3026,0.2961,0.006500000000000006,0.021952043228638994,0.0421,0.0393,0.002799999999999997,0.07124681933842231,0.0178,0.0315,-0.0137,-0.43492063492063493,0.0599,0.0472,0.012700000000000003,0.26906779661016955,0.1343,0.1316,0.002700000000000008,0.020516717325228025,0.11,0.0886,0.021400000000000002,0.24153498871331833,0.0243,0.043,-0.018699999999999998,-0.43488372093023253,5.2524,5.3789,-0.12650000000000006,-0.0235178196285486,-0.0151,-0.0215,0.006399999999999998,0.2976744186046511,1,0,1,1,1,1,1
2025,ARI,15,leading_one_score,league_multi_season,2023,2025,3,32,96,strong,134,strong,stable_team_sample,1,1,1,1,0.5373,0.5341,0.0031999999999999806,0.005991387380640293,0.4627,0.4659,-0.0031999999999999806,-0.006868426701008759,0.5373,0.5341,0.0031999999999999806,0.005991387380640293,0.597,0.6624,-0.06540000000000001,-0.09873188405797104,0.0299,0.075,-0.0451,-0.6013333333333334,0.403,0.4278,-0.02479999999999999,-0.057971014492753596,0.2761,0.2878,-0.011699999999999988,-0.04065323141070184,0.0373,0.0405,-0.0032000000000000015,-0.07901234567901239,0.0075,0.0244,-0.016900000000000002,-0.6926229508196722,0.0448,0.0343,0.010500000000000002,0.30612244897959195,0.1343,0.1347,-0.0003999999999999837,-0.0029695619896064123,0.0896,0.0826,0.006999999999999992,0.0847457627118643,0.0448,0.052,-0.007199999999999998,-0.13846153846153844,5.4403,5.5713,-0.13100000000000023,-0.02351336312889276,0.0251,0.0136,0.011500000000000002,0.8455882352941179,1,0,0,0,1,0,0
2025,ARI,16,leading_two_plus_scores,league_multi_season,2023,2025,3,32,94,strong,121,strong,stable_team_sample,1,1,1,1,0.5702,0.4563,0.11390000000000006,0.2496164803857113,0.4298,0.5437,-0.11389999999999995,-0.20949052786463115,0.5702,0.4563,0.11390000000000006,0.2496164803857113,0.7107,0.5937,0.11699999999999999,0.19706922688226375,0.0413,0.0586,-0.017299999999999996,-0.2952218430034129,0.3884,0.4256,-0.037199999999999955,-0.08740601503759389,0.2645,0.2873,-0.022799999999999987,-0.0793595544726766,0.0331,0.0442,-0.011100000000000006,-0.2511312217194571,0.0248,0.0203,0.0045000000000000005,0.22167487684729067,0.0661,0.0278,0.03830000000000001,1.377697841726619,0.1322,0.1375,-0.005299999999999999,-0.038545454545454536,0.0579,0.0728,-0.014900000000000004,-0.20467032967032972,0.0744,0.0646,0.00979999999999999,0.15170278637770881,5.2645,5.4339,-0.16940000000000044,-0.031174662765233153,-0.1094,0.0204,-0.1298,-6.362745098039215,1,0,1,0,0,0,0
2025,ARI,17,trailing_one_score,league_multi_season,2023,2025,3,32,96,strong,263,strong,stable_team_sample,1,1,1,1,0.6882,0.5968,0.09140000000000004,0.15315013404825745,0.3118,0.4032,-0.09139999999999998,-0.22668650793650788,0.6882,0.5968,0.09140000000000004,0.15315013404825745,0.6768,0.7163,-0.03950000000000009,-0.055144492531062524,0.0875,0.1048,-0.01730000000000001,-0.1650763358778627,0.4259,0.4393,-0.013400000000000023,-0.030503073070794497,0.2966,0.2967,-0.0001000000000000445,-0.00033704078193476405,0.0342,0.0391,-0.004900000000000002,-0.12531969309462918,0.019,0.029,-0.010000000000000002,-0.3448275862068966,0.0722,0.0417,0.0305,0.7314148681055156,0.1293,0.1338,-0.004500000000000004,-0.03363228699551572,0.0989,0.0875,0.011400000000000007,0.13028571428571437,0.0304,0.0463,-0.0159,-0.3434125269978402,4.9506,5.4685,-0.5179,-0.0947060437048551,-0.0687,0.0002,-0.0689,-344.5,1,0,0,0,0,0,0
2025,ARI,18,trailing_two_plus_scores,league_multi_season,2023,2025,3,32,96,strong,355,strong,stable_team_sample,1,1,1,1,0.7352,0.677,0.05819999999999992,0.08596750369276206,0.2648,0.323,-0.05820000000000003,-0.18018575851393198,0.7352,0.677,0.05819999999999992,0.08596750369276206,0.831,0.7976,0.033399999999999985,0.041875626880641906,0.2592,0.1909,0.0683,0.35777894185437403,0.4535,0.4324,0.021100000000000008,0.04879740980573545,0.307,0.2953,0.011699999999999988,0.03962072468675919,0.0479,0.0395,0.008399999999999998,0.2126582278481012,0.0169,0.0349,-0.018000000000000002,-0.515759312320917,0.0507,0.0546,-0.0039000000000000007,-0.07142857142857144,0.138,0.1286,0.00940000000000002,0.07309486780715412,0.1183,0.0901,0.028200000000000003,0.3129855715871254,0.0197,0.0385,-0.0188,-0.48831168831168836,5.4761,5.2578,0.21830000000000016,0.04151926661341249,0.0246,-0.0509,0.0755,1.4833005893909625,1,0,1,1,1,1,1
2025,ARI,19,tied_early_down,league_multi_season,2023,2025,3,32,96,strong,156,strong,stable_team_sample,1,1,1,1,0.5897,0.4983,0.09139999999999998,0.1834236403772827,0.4103,0.5017,-0.09140000000000004,-0.1821805860075743,0.5897,0.4983,0.09139999999999998,0.1834236403772827,0.5962,0.6059,-0.009700000000000042,-0.01600924244924912,0.0385,0.0718,-0.0333,-0.46378830083565464,0.4295,0.4418,-0.012300000000000033,-0.027840651878678208,0.2372,0.2572,-0.01999999999999999,-0.07776049766718504,0.0321,0.0358,-0.003700000000000002,-0.10335195530726263,0.0321,0.0219,0.010199999999999997,0.4657534246575341,0.0256,0.0267,-0.0011000000000000003,-0.041198501872659186,0.0897,0.1285,-0.0388,-0.3019455252918288,0.0577,0.0731,-0.015399999999999997,-0.21067031463748287,0.0321,0.0554,-0.0233,-0.4205776173285199,4.6538,5.4023,-0.7484999999999999,-0.13855209818040462,-0.0116,0.0018,-0.013399999999999999,-7.444444444444444,1,0,0,0,0,0,0
2025,ARI,20,leading_early_down,league_multi_season,2023,2025,3,32,96,strong,196,strong,stable_team_sample,1,1,1,1,0.5051,0.4468,0.05830000000000002,0.1304834377797673,0.4949,0.5532,-0.05830000000000002,-0.10538684020245845,0.5051,0.4468,0.05830000000000002,0.1304834377797673,0.5969,0.5755,0.021399999999999975,0.03718505647263245,0.0408,0.0709,-0.030100000000000002,-0.4245416078984485,0.3827,0.4235,-0.0408,-0.09634002361275089,0.2347,0.2496,-0.014899999999999997,-0.05969551282051281,0.0255,0.0375,-0.012,-0.32,0.0051,0.0206,-0.0155,-0.7524271844660194,0.0459,0.0228,0.023100000000000002,1.0131578947368423,0.1224,0.1332,-0.010800000000000018,-0.08108108108108121,0.0714,0.0705,0.0009000000000000119,0.01276595744680868,0.051,0.0628,-0.011799999999999998,-0.1878980891719745,5.0714,5.5158,-0.4443999999999999,-0.08056854853330432,-0.009,0.0115,-0.020499999999999997,-1.7826086956521736,1,0,1,0,0,0,0
2025,ARI,21,trailing_early_down,league_multi_season,2023,2025,3,32,96,strong,466,strong,stable_team_sample,1,1,1,1,0.6996,0.5899,0.10970000000000002,0.1859637226648585,0.3004,0.4101,-0.10970000000000002,-0.2674957327481102,0.6996,0.5899,0.10970000000000002,0.1859637226648585,0.7232,0.7068,0.01639999999999997,0.02320316921335593,0.2039,0.15,0.0539,0.3593333333333334,0.4442,0.438,0.006199999999999983,0.014155251141552474,0.2639,0.2608,0.003100000000000047,0.011886503067484844,0.0386,0.0356,0.0030000000000000027,0.0842696629213484,0.0129,0.0281,-0.0152,-0.5409252669039146,0.0515,0.0355,0.016,0.45070422535211274,0.1223,0.1307,-0.008400000000000005,-0.06426931905126246,0.0987,0.0839,0.014799999999999994,0.1764004767580452,0.0236,0.0468,-0.023200000000000002,-0.49572649572649574,5.2318,5.4892,-0.2574000000000005,-0.04689207899147426,0.0108,-0.0058,0.0166,2.8620689655172415,1,0,1,1,1,1,0
2025,ATL,1,all_offense,league_multi_season,2023,2025,3,32,96,strong,1032,strong,stable_team_sample,1,1,1,1,0.5504,0.5737,-0.023299999999999987,-0.04061356109464875,0.4496,0.4263,0.023299999999999987,0.05465634529673936,0.5504,0.5737,-0.023299999999999987,-0.04061356109464875,0.8081,0.6967,0.11140000000000005,0.15989665566240857,0.1114,0.1039,0.007499999999999993,0.0721847930702598,0.437,0.4345,0.0025000000000000022,0.005753739930955126,0.2936,0.2932,0.00040000000000001146,0.00136425648021832,0.0368,0.0402,-0.0034000000000000002,-0.0845771144278607,0.0223,0.0274,-0.0051,-0.18613138686131386,0.0252,0.0401,-0.014899999999999997,-0.37157107231920194,0.1357,0.1328,0.002899999999999986,0.021837349397590255,0.0833,0.0838,-0.0005000000000000004,-0.005966587112171843,0.0523,0.049,0.0032999999999999974,0.06734693877551015,5.5019,5.4305,0.07139999999999969,0.013147960592947185,-0.0217,-0.0054,-0.016300000000000002,-3.0185185185185186,0,1,1,1,0,1,1
2025,ATL,2,early_down,league_multi_season,2023,2025,3,32,96,strong,799,strong,stable_team_sample,1,1,1,1,0.4919,0.5246,-0.03269999999999995,-0.06233320625238268,0.5081,0.4754,0.03270000000000001,0.06878418174169122,0.4919,0.5246,-0.03269999999999995,-0.06233320625238268,0.7885,0.6436,0.14490000000000003,0.22513983840894972,0.1039,0.1086,-0.004699999999999996,-0.04327808471454876,0.4556,0.4339,0.021699999999999997,0.05001152339248674,0.2741,0.2564,0.017699999999999994,0.06903276131045238,0.0375,0.0363,0.0011999999999999997,0.033057851239669415,0.0188,0.0244,-0.005600000000000001,-0.22950819672131148,0.0163,0.0296,-0.013300000000000003,-0.4493243243243244,0.1527,0.1311,0.021600000000000008,0.16475972540045775,0.0901,0.0774,0.012700000000000003,0.16408268733850134,0.0626,0.0538,0.008800000000000002,0.16356877323420077,6.0325,5.4816,0.5508999999999995,0.10049985405720947,0.068,0.0014,0.0666,47.57142857142858,0,1,1,0,1,1,1
2025,ATL,3,third_down,league_multi_season,2023,2025,3,32,96,strong,205,strong,stable_team_sample,1,1,1,1,0.7659,0.7494,0.01650000000000007,0.022017614091273112,0.2341,0.2506,-0.016499999999999987,-0.06584197924980043,0.7659,0.7494,0.01650000000000007,0.022017614091273112,0.8878,0.8953,-0.007499999999999951,-0.0083770803082765,0.1415,0.0875,0.05399999999999999,0.6171428571428571,0.3561,0.4242,-0.0681,-0.1605374823196605,0.3415,0.3997,-0.058199999999999974,-0.1456092069051788,0.0293,0.0487,-0.0194,-0.39835728952772076,0.0244,0.0359,-0.0115,-0.3203342618384401,0.0634,0.0778,-0.014399999999999996,-0.1850899742930591,0.0829,0.1404,-0.057499999999999996,-0.4095441595441595,0.0634,0.107,-0.0436,-0.4074766355140187,0.0195,0.0333,-0.013800000000000003,-0.41441441441441446,3.7366,5.3482,-1.6116000000000001,-0.3013350286077559,-0.3368,-0.0507,-0.28609999999999997,-5.6429980276134115,1,0,0,1,0,0,0
