profile_season,team,situation_order,situation_name,team_play_count,team_sample_quality,sample_vs_baseline_context,sample_reliability_score,sample_multiplier,tendency_signal_score,efficiency_signal_score,explosiveness_signal_score,stability_signal_score,coach_dna_score_raw,coach_dna_score_adjusted,tendency_profile_label,tempo_profile_label,formation_profile_label,efficiency_profile_label,dropback_rate_team,dropback_rate_baseline,dropback_rate_delta,rush_rate_team,rush_rate_baseline,rush_rate_delta,pass_attempt_rate_team,pass_attempt_rate_baseline,pass_attempt_rate_delta,shotgun_rate_team,shotgun_rate_baseline,shotgun_rate_delta,no_huddle_rate_team,no_huddle_rate_baseline,no_huddle_rate_delta,avg_epa_team,avg_epa_baseline,avg_epa_delta,success_rate_team,success_rate_baseline,success_rate_delta,explosive_play_rate_team,explosive_play_rate_baseline,explosive_play_rate_delta,turnover_rate_team,turnover_rate_baseline,turnover_rate_delta,sack_rate_team,sack_rate_baseline,sack_rate_delta,dropback_rate_signal_score,shotgun_rate_signal_score,no_huddle_rate_signal_score,pass_attempt_rate_signal_score,avg_epa_score,success_rate_score,first_down_rate_score,touchdown_rate_score,explosive_play_rate_score,explosive_dropback_rate_score,explosive_run_rate_score,turnover_rate_score,sack_rate_score
2025,ARI,15,leading_one_score,134,strong,stable_team_sample,100.0,1.0,23.4375,41.796875,46.875,54.6875,38.49609375,38.49609375,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.5373,0.5341,0.0031999999999999806,0.4627,0.4659,-0.0031999999999999806,0.5373,0.5341,0.0031999999999999806,0.597,0.6624,-0.06540000000000001,0.0299,0.075,-0.0451,0.0251,0.0136,0.011500000000000002,0.403,0.4278,-0.02479999999999999,0.1343,0.1347,-0.0003999999999999837,0.0075,0.0244,-0.016900000000000002,0.0448,0.0343,0.010500000000000002,3.125,28.125,59.375,3.125,46.875,40.625,40.625,39.0625,46.875,62.5,31.25,84.375,25.0
2025,ARI,16,leading_two_plus_scores,121,strong,stable_team_sample,100.0,1.0,65.32258064516128,25.403225806451612,51.612903225806456,20.967741935483872,50.58467741935483,50.58467741935483,more_dropback_heavy_than_baseline,close_to_baseline_tempo,more_shotgun_than_baseline,less_efficient_than_baseline,0.5702,0.4563,0.11390000000000006,0.4298,0.5437,-0.11389999999999995,0.5702,0.4563,0.11390000000000006,0.7107,0.5937,0.11699999999999999,0.0413,0.0586,-0.017299999999999996,-0.1094,0.0204,-0.1298,0.3884,0.4256,-0.037199999999999955,0.1322,0.1375,-0.005299999999999999,0.0248,0.0203,0.0045000000000000005,0.0661,0.0278,0.03830000000000001,90.32258064516128,64.51612903225806,16.129032258064516,90.32258064516128,22.58064516129032,22.58064516129032,29.03225806451613,27.419354838709676,48.38709677419355,41.935483870967744,64.51612903225806,38.70967741935484,3.225806451612903
2025,ARI,17,trailing_one_score,263,strong,stable_team_sample,100.0,1.0,60.9375,35.15625,37.5,45.3125,51.3671875,51.3671875,more_dropback_heavy_than_baseline,close_to_baseline_tempo,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.6882,0.5968,0.09140000000000004,0.3118,0.4032,-0.09139999999999998,0.6882,0.5968,0.09140000000000004,0.6768,0.7163,-0.03950000000000009,0.0875,0.1048,-0.01730000000000001,-0.0687,0.0002,-0.0689,0.4259,0.4393,-0.013400000000000023,0.1293,0.1338,-0.004500000000000004,0.019,0.029,-0.010000000000000002,0.0722,0.0417,0.0305,93.75,34.375,21.875,93.75,18.75,37.5,50.0,34.375,37.5,62.5,12.5,81.25,9.375
2025,ARI,18,trailing_two_plus_scores,355,strong,stable_team_sample,100.0,1.0,54.6875,60.15625,53.125,67.1875,59.3359375,59.3359375,more_dropback_heavy_than_baseline,faster_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.7352,0.677,0.05819999999999992,0.2648,0.323,-0.05820000000000003,0.7352,0.677,0.05819999999999992,0.831,0.7976,0.033399999999999985,0.2592,0.1909,0.0683,0.0246,-0.0509,0.0755,0.4535,0.4324,0.021100000000000008,0.138,0.1286,0.00940000000000002,0.0169,0.0349,-0.018000000000000002,0.0507,0.0546,-0.0039000000000000007,68.75,25.0,56.25,68.75,59.375,56.25,56.25,68.75,59.375,84.375,15.625,87.5,46.875
2025,ARI,19,tied_early_down,156,strong,stable_team_sample,100.0,1.0,54.6875,39.84375,22.916666666666668,31.25,46.1328125,46.1328125,more_dropback_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_efficiency,0.5897,0.4983,0.09139999999999998,0.4103,0.5017,-0.09140000000000004,0.5897,0.4983,0.09139999999999998,0.5962,0.6059,-0.009700000000000042,0.0385,0.0718,-0.0333,-0.0116,0.0018,-0.013399999999999999,0.4295,0.4418,-0.012300000000000033,0.0897,0.1285,-0.0388,0.0321,0.0219,0.010199999999999997,0.0256,0.0267,-0.0011000000000000003,87.5,6.25,37.5,87.5,43.75,40.625,34.375,40.625,18.75,31.25,18.75,21.875,40.625
2025,ARI,20,leading_early_down,196,strong,stable_team_sample,100.0,1.0,50.0,29.6875,42.708333333333336,46.875,46.015625,46.015625,more_dropback_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_efficiency,0.5051,0.4468,0.05830000000000002,0.4949,0.5532,-0.05830000000000002,0.5051,0.4468,0.05830000000000002,0.5969,0.5755,0.021399999999999975,0.0408,0.0709,-0.030100000000000002,-0.009,0.0115,-0.020499999999999997,0.3827,0.4235,-0.0408,0.1224,0.1332,-0.010800000000000018,0.0051,0.0206,-0.0155,0.0459,0.0228,0.023100000000000002,76.5625,12.5,34.375,76.5625,40.625,21.875,31.25,25.0,40.625,59.375,28.125,84.375,9.375
2025,ARI,21,trailing_early_down,466,strong,stable_team_sample,100.0,1.0,65.625,54.6875,36.458333333333336,56.25,59.296875,59.296875,more_dropback_heavy_than_baseline,faster_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_efficiency,0.6996,0.5899,0.10970000000000002,0.3004,0.4101,-0.10970000000000002,0.6996,0.5899,0.10970000000000002,0.7232,0.7068,0.01639999999999997,0.2039,0.15,0.0539,0.0108,-0.0058,0.0166,0.4442,0.438,0.006199999999999983,0.1223,0.1307,-0.008400000000000005,0.0129,0.0281,-0.0152,0.0515,0.0355,0.016,100.0,12.5,50.0,100.0,50.0,56.25,53.125,59.375,31.25,75.0,3.125,96.875,15.625
2025,ATL,1,all_offense,1032,strong,stable_team_sample,100.0,1.0,42.96875,38.28125,61.458333333333336,81.25,51.25,51.25,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,close_to_baseline_efficiency,0.5504,0.5737,-0.023299999999999987,0.4496,0.4263,0.023299999999999987,0.5504,0.5737,-0.023299999999999987,0.8081,0.6967,0.11140000000000005,0.1114,0.1039,0.007499999999999993,-0.0217,-0.0054,-0.016300000000000002,0.437,0.4345,0.0025000000000000022,0.1357,0.1328,0.002899999999999986,0.0223,0.0274,-0.0051,0.0252,0.0401,-0.014899999999999997,48.4375,65.625,9.375,48.4375,28.125,46.875,50.0,28.125,59.375,62.5,62.5,71.875,90.625
2025,ATL,2,early_down,799,strong,stable_team_sample,100.0,1.0,46.875,66.40625,82.29166666666667,84.375,63.4765625,63.4765625,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,more_efficient_than_baseline,0.4919,0.5246,-0.03269999999999995,0.5081,0.4754,0.03270000000000001,0.4919,0.5246,-0.03269999999999995,0.7885,0.6436,0.14490000000000003,0.1039,0.1086,-0.004699999999999996,0.068,0.0014,0.0666,0.4556,0.4339,0.021699999999999997,0.1527,0.1311,0.021600000000000008,0.0188,0.0244,-0.005600000000000001,0.0163,0.0296,-0.013300000000000003,56.25,68.75,6.25,56.25,78.125,65.625,71.875,50.0,81.25,84.375,81.25,75.0,93.75
2025,ATL,3,third_down,205,strong,stable_team_sample,100.0,1.0,33.59375,12.109375,10.416666666666666,71.875,31.89453125,31.89453125,close_to_baseline_run_pass_split,faster_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.7659,0.7494,0.01650000000000007,0.2341,0.2506,-0.016499999999999987,0.7659,0.7494,0.01650000000000007,0.8878,0.8953,-0.007499999999999951,0.1415,0.0875,0.05399999999999999,-0.3368,-0.0507,-0.28609999999999997,0.3561,0.4242,-0.0681,0.0829,0.1404,-0.057499999999999996,0.0244,0.0359,-0.0115,0.0634,0.0778,-0.014399999999999996,28.125,21.875,56.25,28.125,9.375,9.375,9.375,20.3125,3.125,6.25,21.875,81.25,62.5
2025,ATL,4,fourth_down,28,thin,small_team_sample,55.0,0.75,23.4375,30.859375,19.791666666666668,46.09375,28.58984375,21.4423828125,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,less_efficient_than_baseline,0.6429,0.6225,0.020399999999999974,0.3571,0.3775,-0.02040000000000003,0.6429,0.6225,0.020399999999999974,0.7857,0.675,0.11069999999999991,0.1071,0.0943,0.012800000000000006,-0.2732,0.1649,-0.4381,0.5,0.5443,-0.044300000000000006,0.0357,0.1209,-0.0852,0.1071,0.0492,0.0579,0.0,0.0504,-0.0504,15.625,56.25,6.25,15.625,18.75,35.9375,32.8125,35.9375,12.5,18.75,28.125,6.25,85.9375
2025,ATL,5,short_yardage,96,good,usable_team_sample,80.0,0.9,55.46875,49.609375,90.10416666666667,60.15625,60.89453125,54.805078125,more_run_heavy_than_baseline,close_to_baseline_tempo,more_shotgun_than_baseline,less_efficient_than_baseline,0.25,0.3476,-0.09760000000000002,0.75,0.6524,0.09760000000000002,0.25,0.3476,-0.09760000000000002,0.6042,0.5322,0.07199999999999995,0.1771,0.1642,0.012899999999999995,-0.0118,0.0647,-0.0765,0.5833,0.5961,-0.012799999999999923,0.1354,0.0906,0.04479999999999999,0.0313,0.0214,0.009900000000000003,0.0,0.0229,-0.0229,87.5,34.375,12.5,87.5,37.5,46.875,64.0625,50.0,93.75,82.8125,93.75,25.0,95.3125
2025,ATL,6,red_zone,138,strong,stable_team_sample,100.0,1.0,39.84375,62.5,56.25,43.75,51.3671875,51.3671875,close_to_baseline_run_pass_split,faster_than_baseline,more_shotgun_than_baseline,more_efficient_than_baseline,0.4855,0.5029,-0.017400000000000027,0.5145,0.4971,0.01739999999999997,0.4855,0.5029,-0.017400000000000027,0.8696,0.6589,0.2107,0.1232,0.0945,0.028700000000000003,0.0288,-0.0022,0.031,0.4203,0.4224,-0.0020999999999999908,0.0507,0.0512,-0.0005000000000000004,0.029,0.0258,0.0032000000000000015,0.029,0.0328,-0.0038000000000000013,18.75,90.625,31.25,18.75,59.375,50.0,53.125,87.5,56.25,43.75,68.75,37.5,50.0
2025,ATL,7,goal_to_go,60,good,usable_team_sample,80.0,0.9,65.625,81.25,73.95833333333333,86.71875,73.609375,66.24843750000001,more_run_heavy_than_baseline,faster_than_baseline,more_shotgun_than_baseline,more_efficient_than_baseline,0.4,0.4757,-0.07569999999999999,0.6,0.5243,0.07569999999999999,0.4,0.4757,-0.07569999999999999,0.85,0.611,0.239,0.1333,0.0861,0.047200000000000006,0.3751,0.0097,0.3654,0.4667,0.438,0.028700000000000003,0.0167,0.0074,0.0093,0.0,0.0243,-0.0243,0.0,0.0306,-0.0306,59.375,84.375,59.375,59.375,96.875,62.5,87.5,78.125,87.5,93.75,40.625,87.5,85.9375
2025,ATL,8,two_minute_half,131,strong,stable_team_sample,100.0,1.0,66.40625,65.625,76.04166666666667,92.1875,71.9140625,71.9140625,more_run_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.6489,0.7349,-0.08599999999999997,0.3511,0.2651,0.08600000000000002,0.6489,0.7349,-0.08599999999999997,0.8931,0.8778,0.01529999999999998,0.0916,0.1634,-0.07179999999999999,0.0549,0.0083,0.046599999999999996,0.4351,0.4231,0.01200000000000001,0.1527,0.1271,0.02560000000000001,0.0229,0.0356,-0.0127,0.0153,0.0516,-0.0363,84.375,15.625,81.25,84.375,65.625,56.25,78.125,62.5,78.125,62.5,87.5,84.375,100.0
2025,ATL,9,two_minute_game,53,good,usable_team_sample,80.0,0.9,60.9375,23.4375,51.041666666666664,60.9375,51.03125,45.928125,more_run_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.5472,0.6818,-0.13459999999999994,0.4528,0.3182,0.1346,0.5472,0.6818,-0.13459999999999994,0.8491,0.8173,0.03179999999999994,0.0566,0.1726,-0.116,-0.1262,-0.06,-0.06620000000000001,0.3585,0.3942,-0.03570000000000001,0.1321,0.1268,0.005299999999999999,0.0377,0.0394,-0.0017000000000000001,0.0189,0.0504,-0.0315,75.0,12.5,81.25,75.0,34.375,25.0,25.0,9.375,53.125,6.25,93.75,40.625,81.25
2025,ATL,10,one_score,806,strong,stable_team_sample,100.0,1.0,31.25,44.53125,55.208333333333336,82.03125,46.6796875,46.6796875,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,close_to_baseline_efficiency,0.5546,0.565,-0.010399999999999965,0.4454,0.435,0.01040000000000002,0.5546,0.565,-0.010399999999999965,0.8015,0.6859,0.11560000000000004,0.0931,0.0863,0.0068000000000000005,0.0307,0.0035,0.027200000000000002,0.4454,0.4369,0.008500000000000008,0.1328,0.1332,-0.00040000000000001146,0.0174,0.0265,-0.0091,0.0298,0.0381,-0.008300000000000002,28.125,65.625,3.125,28.125,50.0,50.0,50.0,28.125,53.125,59.375,53.125,89.0625,75.0
2025,ATL,11,neutral_early_down,523,strong,stable_team_sample,100.0,1.0,41.40625,63.671875,70.83333333333333,90.625,59.23828125,59.23828125,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,more_efficient_than_baseline,0.4895,0.5215,-0.03199999999999997,0.5105,0.4785,0.03199999999999997,0.4895,0.5215,-0.03199999999999997,0.7629,0.6282,0.13470000000000004,0.0803,0.0855,-0.00520000000000001,0.0972,0.013,0.0842,0.4627,0.4391,0.02360000000000001,0.1568,0.1443,0.012499999999999983,0.0134,0.0226,-0.009199999999999998,0.0191,0.0278,-0.0087,43.75,71.875,6.25,43.75,84.375,75.0,78.125,17.1875,71.875,75.0,65.625,95.3125,85.9375
2025,ATL,12,tied,253,strong,stable_team_sample,100.0,1.0,43.75,29.296875,45.833333333333336,54.6875,44.35546875,44.35546875,close_to_baseline_run_pass_split,close_to_baseline_tempo,close_to_baseline_shotgun_usage,close_to_baseline_efficiency,0.5178,0.5522,-0.034399999999999986,0.4822,0.4478,0.03440000000000004,0.5178,0.5522,-0.034399999999999986,0.7115,0.6675,0.04400000000000004,0.083,0.0716,0.011400000000000007,-0.0164,-0.0028,-0.013600000000000001,0.4032,0.4433,-0.040100000000000025,0.1186,0.1307,-0.012100000000000014,0.0198,0.0252,-0.0053999999999999986,0.0356,0.0369,-0.0013000000000000025,65.625,28.125,15.625,65.625,40.625,18.75,23.4375,34.375,43.75,21.875,71.875,65.625,43.75
2025,ATL,13,leading,372,strong,stable_team_sample,100.0,1.0,50.0,33.203125,54.166666666666664,71.875,51.11328125,51.11328125,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,less_efficient_than_baseline,0.4704,0.504,-0.03360000000000002,0.5296,0.496,0.03359999999999996,0.4704,0.504,-0.03360000000000002,0.7742,0.6358,0.13839999999999997,0.086,0.0687,0.017299999999999996,-0.046,0.0162,-0.0622,0.4301,0.4269,0.0031999999999999806,0.1371,0.1357,0.0014000000000000123,0.0161,0.0228,-0.006700000000000001,0.0242,0.0318,-0.007600000000000003,57.8125,75.0,9.375,57.8125,21.875,56.25,34.375,20.3125,56.25,53.125,53.125,57.8125,85.9375
2025,ATL,14,trailing,407,strong,stable_team_sample,100.0,1.0,39.84375,69.140625,61.979166666666664,68.75,56.38671875,56.38671875,close_to_baseline_run_pass_split,close_to_baseline_tempo,more_shotgun_than_baseline,close_to_baseline_efficiency,0.6437,0.6309,0.012800000000000034,0.3563,0.3691,-0.012799999999999978,0.6437,0.6309,0.012800000000000034,0.8993,0.7508,0.14849999999999997,0.1523,0.1414,0.010899999999999993,-0.0027,-0.0215,0.018799999999999997,0.4644,0.4364,0.02799999999999997,0.145,0.1316,0.013399999999999995,0.0295,0.0315,-0.0020000000000000018,0.0197,0.0472,-0.0275,31.25,84.375,12.5,31.25,56.25,68.75,89.0625,62.5,62.5,64.0625,59.375,46.875,90.625
